"","CSF.1","CSF.2","CSF.3","CSF.4","CSF.5","CSF.6","CSF.7","CSF.8","CSF.9","CSF.10","CSF.11","CSF.12","CSF.13","CSF.14","CSF.15","CSF.16","CSF.17","CSF.18","CSF.19","CSF.20","CSF.21","CSF.22","CSF.23","CSF.24","CSF.25","CSF.26","CSF.27","CSF.28","CSF.29","CSF.30","CSF.31","CSF.32","CSF.33","CSF.34","CSF.35","CSF.36","CSF.37","CSF.38","CSF.39","CSF.40","CSF.41","CSF.42"
"Citric acid",5.5915204202961,5.24071473641158,5.13291782146996,5.65457122184139,6.43373238329572,5.93838808487384,5.4968198039458,5.22076114832916,6.03576608100375,6.03037271142296,6.02126361174634,5.65158350711261,5.43471277894971,4.68553284247255,6.23262088962283,5.96171900243115,5.50936404483496,6.27208235126864,6.06398751380394,5.35459372482466,6.75157621003054,5.39468607682035,6.07083703023121,5.33357832714191,6.09272516967832,5.71108243168305,6.25910333830874,5.16796377649905,5.99958151520993,6.08948695458621,5.95274450859623,6.3313292371322,5.80170741481141,5.01553659639958,6.02426807951442,6.26574218013608,5.90540271915394,5.28219814716814,5.87540252964983,5.81522843636993,5.76923932400132,5.87044597022887
"4-hydroxyPhenyllactic acid",1.07055569088558,1.12102588350501,1.33710411692912,1.05361492273737,1.21015366340102,0.821100544870406,1.13269160232097,0.7026023393307,0.707050085728937,0.864576296187476,0.696641069814201,0.958200134951365,0.588897159186146,0.434376451602584,1.15688119679209,1.2005670111911,1.63374020495707,1.11546940573453,0.917090412044719,1.16315080980568,0.89527136465008,0.864576296187476,1.20267195859289,0.85015092936961,0.938443536515288,0.683601767716414,0.907048150507223,0.587786664902119,0.660623988854385,0.955126755659353,0.756121979721334,0.966603545747744,0.933344486439983,0.725130226412996,0.90300283754722,0.927428476284611,0.591668011610091,0.643956936369174,0.638162872227186,0.569283193337559,0.471876873627416,0.917889453237852
"d-Fructose",4.87860121802884,4.68342668395386,4.76972373923447,4.53517681416756,5.43054372673805,4.98888942392606,4.98113782330723,4.26895129727159,4.50586540839091,5.15483185277745,4.66035254315789,4.98415441684666,3.94481289276726,3.62753582387288,5.22477846321317,5.53106794226775,5.24456489296173,4.47041896395982,5.32248950225039,4.69926753970701,4.83786795010711,5.30051495009152,5.59428998971435,4.61128475385781,5.13752242072429,4.57292247286375,4.89943054896391,5.05645807581097,4.74319148388547,5.51568426508479,5.29527940661721,5.45515016057483,4.84119047511598,4.7446422602686,5.19621082873502,5.33878729910175,5.05322641079663,4.51750408562297,4.89614680047153,4.51895848916903,4.37567311876947,5.43613537723344
"Mannose",4.14512813505702,4.43681910604461,4.31332706838304,4.24890330163886,5.0453035451162,4.81762829071776,4.52563215927503,6.33191356228154,4.12237647119986,4.46502105866651,4.62754655718566,4.05297675905318,3.69201727599768,3.69762683398885,5.27307283793003,5.35195291571395,4.0444036862377,4.20452200782271,4.68231639516474,4.30791860482785,4.23559611920799,4.63857730211733,4.72923186961726,4.462486870555,4.23679433840879,4.33339899479666,4.61766322201885,4.59191127381109,4.12084740527489,5.19854437821124,5.31112075227964,4.82391551930604,4.23485158927156,4.16302620750542,5.17948557488928,4.69061366780556,4.6280213969215,4.35009353226114,4.71916195497794,4.21786768460667,4.242682523745,5.20837701338343
"Galactose",5.93373717732565,5.49664103717363,5.61442033679204,5.63372796840586,5.78821124180034,5.63270564752701,5.66004965055686,5.66812559018148,5.84419029536356,5.95958319483396,5.57285986666817,5.85935243254598,5.66106389108074,5.91326351750382,5.1976126624264,5.23258933822722,5.6029302996598,5.71721551271594,5.61416005549721,5.9223518470133,5.82621925740663,5.98451193360705,5.96976658980811,5.43373466722951,5.93535520045164,5.78694124543534,5.78660807571818,6.08771587480275,5.69850189021228,5.46940944139044,5.46680576824041,5.4824231639709,5.60903213811039,5.9659049150148,6.03544722141325,5.76739212702872,5.77245525047355,5.75927110629658,5.75508186902515,5.78783467203389,5.64613323449837,5.75604944486756
"Glucose",5.55807384909065,4.8911651110067,5.16486762773261,5.28294262866448,5.24723457631872,5.35657278401498,5.48682214278002,5.22174480594357,4.98440862878179,5.31237523998496,5.02849394158423,5.38068704165471,2.96512563252108,3.00455028040192,4.67135915688385,4.88755251457375,5.02502650868814,5.04222626955657,5.15708289553454,5.20333140417956,5.30628553619721,5.37388855339511,5.30464018533368,5.00050798558347,5.45053558036505,5.28672184761481,5.2231164973999,5.40378357162054,5.44283814160878,4.83734713304745,5.15625995910765,5.17674678594041,4.96715100882284,5.55015386963528,5.54998730385034,5.34324976576848,5.22625348074869,5.29068833938355,5.43673679946486,5.38491437853368,5.33895193550522,5.52844221182087
"d-Mannitol",1.64203907230006,1.30828014258709,1.48637781253402,1.18865135812319,1.31432085552465,1.27261472623729,1.38385473765711,1.59233340074815,1.10055972451671,1.63313158722782,1.65943407290709,1.75368170932146,1.06726175623626,0.564338674670125,1.50451048075964,1.79029641615433,1.34602047157099,1.74775801585887,1.88609452223559,1.22623772122686,3.23377404125672,1.64824619439548,1.32136589729789,1.08190428408387,1.69423761380462,1.32006499798098,1.56946838779146,1.73201774504278,1.40176856566794,1.45274990297352,1.72509609663618,1.5299473539648,1.30511391480046,1.19575197572117,1.6787166497242,1.44427818144039,1.01989532680511,1.03558874381867,1.46273183929492,1.29768681092332,1.33965831018173,1.34322609562093
"d-Sorbitol",2.91190561994508,3.00272531514252,2.870078456906,3.11147727827991,2.97196270232983,2.96056959941135,2.94228212851967,2.96172988920866,2.57398030160412,3.16213013525765,3.01331557722723,3.06904974048363,2.66889189133513,1.86909945090283,3.34445167088388,3.88707499572671,2.90691171552831,3.13837168074924,3.21422566963601,2.87729113389466,4.27108690354216,3.36504149778454,3.54819358630109,2.59943550745709,3.46744010607006,2.79105749466067,2.93163552148876,3.16241890609951,2.97937110663396,3.62693665450778,3.76369031489784,2.87294772616399,2.88869179198777,2.66088640368111,3.11277863793471,3.11680207963562,2.45288539820512,2.60773073575045,3.08744749924718,2.76217897837261,2.9735085968815,3.51838821237017
"d-Galactitol",0.356187465140248,0.430490478336702,0.299310128799501,0.258006320871929,0.237465461390553,0.111482070648874,0.18134641483087,0.393042600609607,0.508483683563582,0.70043054236905,0.250447697222481,0.375119777300773,0.169076307821712,0.127911304473033,0.697523540312583,0.792789644273947,0.364345291465526,0.285486714415817,0.264760544938917,0.255744711180174,0.29786401014538,0.258006320871929,0.363667985527264,0.300754159213939,0.27591723738107,0.307943271058651,0.290601805878731,0.315792010061712,0.258006320871929,0.696552675274734,0.608260091127523,0.389747700925626,0.316502519652046,0.239001546021912,0.19024979509033,0.159150673286358,0.242066654687692,0.245884915114783,0.195874548679427,0.205443994214809,0.131336022061087,0.798507686217772
"d-Gluconic acid",0.306146908244989,0.29266961396282,0.300777765818295,0.195865784891248,0.196612889145188,0.14528028825826,0.120607328029749,0.322083499169113,0.192121859891872,0.230389960556999,0.378436435720245,0.486346626958143,0.110890653220582,0.0642543932770733,0.518793793415168,0.588291587407293,0.207014169384326,0.562727826231385,0.38154492128685,0.231111720963387,0.551269367558458,0.346165363254525,0.231111720963387,0.118994426071091,0.243302624879791,0.222416014723635,0.219500563685344,0.459149479258579,0.209966198100729,0.442352100251674,0.437668249189654,0.215844248099997,0.243302624879791,0.127033055342318,0.220230223693431,0.174716956645376,0.110076653177955,0.14055214312777,0.197359435651033,0.207014169384326,0.31547408911831,0.212174522884812
"Saccharic acid",1.17445035382366,0.937874321334924,1.08641702784423,0.867864145602268,0.679417001572928,0.737598947478605,0.641853886172395,1.16881654169164,0.780158565882908,0.986494997327065,1.08026313456781,1.19392246847243,0.475669361131695,0.464305613845383,1.14884442856366,1.53979548717562,1.22910877227833,2.29253475714054,1.22109805653236,0.754840736744772,2.22413202533972,1.0489126360394,1.68639895357023,0.832909122935104,1.00662988566742,0.867864145602268,0.944966542451528,3.28704411541505,1.21841349385707,1.21572170490127,2.45725512079394,0.959001846482884,1.06157102013241,0.860201280607727,1.6021386172785,0.78845736036427,0.728865276319919,0.728865276319919,0.867864145602268,0.737598947478605,0.890506599793067,0.750558079189593
"myo-Inositol",3.56269755907487,3.42019739937172,3.40162162499156,3.41742860640588,3.1301040629462,2.72320741462949,3.07948823241537,3.24832860207181,3.37379500932012,2.88667827872517,3.44480812400794,3.22268655480506,3.06610592465919,2.68406825259695,3.92551339949063,3.93742482988295,3.78046360999557,4.2812893044947,3.35515344316075,3.18819184985712,3.74045787035039,3.57502322968263,4.16672165631791,3.16124671203156,3.06071116646368,3.13656103797644,3.29067206989573,3.14607069595322,3.31827689827243,3.47751284408681,4.20538432040916,3.05082302347164,3.30625390128204,3.04079263350056,3.70756748989547,3.0830354829564,3.12152360151142,3.26200504369826,3.14238736005029,3.46166512842925,4.18715844705494,3.27577171536302
"Uric acid",1.10824319557359,0.83244149187361,0.752632612569529,0.88172156428911,1.20106535177906,1.09250044937111,1.02654247395711,0.711789527147589,0.93756811432144,1.19944645584904,1.02384240519172,1.00276434762946,1.12618562603246,0.641287778595312,0.905479824030809,0.980022465145902,1.23977577016744,1.18771228574924,1.29162914078449,0.989261340332077,1.1407237874203,0.857385041847612,0.933348733383383,0.660357372736954,1.15301899967364,0.827283240336433,1.30308806289997,0.205351812825221,0.903303521968259,1.00197505872212,1.06025142973421,1.19000474359437,0.83943292700898,0.759196637783478,1.41986430698711,1.24752653944297,1.07760463161512,1.02190927024126,0.888820085117624,0.95716434746202,1.10753294767693,1.1314021114911
"Sedoheptulose",0.317934105227291,0.299045809915655,0.31585297025181,0.273293324130116,0.409267403545569,0.255749047472665,0.336472236621213,0.299045809915655,0.1799378012382,0.305381681130129,0.328275448840903,0.424333573720958,0.198850858745165,0.115876419217862,0.566935845110745,1.02655350779474,0.446515620516218,0.650836004842917,0.401648300021234,0.251314439392017,0.796219385029656,0.752762870045874,0.566935845110745,0.246860077931526,0.28410422959852,0.224285778724037,0.281951408518658,0.453801645595045,0.240141150154691,0.557163812871442,0.446515620516218,0.487703188801277,0.266750247351664,0.203523776099569,0.653812152873007,1.23796005832907,0.175153091296157,0.224285778724037,0.322083499169113,0.320010990687472,0.542324290825362,0.39781686807605
