"","CSF 1","CSF 2","CSF 3","CSF 4","CSF 5","CSF 6","CSF 7","CSF 8","CSF 9","CSF 10","CSF 11","CSF 12","CSF 13","CSF 14","CSF 15","CSF 16","CSF 17","CSF 18","CSF 19","CSF 20","CSF 21","CSF 22","CSF 23","CSF 24","CSF 25","CSF 26","CSF 27","CSF 28","CSF 29","CSF 30","CSF 31","CSF 32","CSF 33","CSF 34","CSF 35","CSF 36","CSF 37","CSF 38","CSF 39","CSF 40","CSF 41","CSF 42"
"2-HydroxyButyric acid"," 36.257258"," 36.727419"," 45.201613"," 35.854839"," 31.630645"," 38.265323"," 46.399194"," 80.331452"," 40.138710"," 50.641935"," 57.740323","  4.914516"," 70.989516","  8.912903"," 59.061290"," 31.386290"," 13.689516"," 51.846774"," 38.494355"," 59.099194","134.648387"," 36.370161"," 72.330645"," 90.651613"," 28.294355"," 60.175000"," 50.212903","  2.126613"," 75.591935"," 74.375000"," 47.235484"," 28.821774"," 27.758871"," 15.641129"," 87.819355"," 23.790323"," 42.449194"," 46.367742"," 48.775000"," 60.634677","  3.712097"," 30.450000"
"3-hydroxybutyric acid/3-hydroxyisobutyric acid","  1.604839","  4.666129","  3.441129"," 68.808065","  4.573387","  3.487097","  3.171774","  9.729839","  5.222581","  5.032258"," 16.153226","  3.452419"," 24.908065","  1.591129","  6.574194","  6.526613","  1.750806"," 41.636290","  3.522581","  7.734677","112.923387","  3.808871"," 39.630645","  4.115323","  7.887903","  8.129032","  4.523387","  1.292742","  5.999194","127.828226"," 46.696774","  3.052419"," 10.927419","  2.959677","  7.350000","  1.908065","  1.733065","  4.370161"," 14.469355"," 21.810484","  3.900000"," 38.328226"
"2-Hydroxyisovaleric acid"," 5.6572581"," 4.9016129","10.9354839","19.9750000"," 8.6750000"," 8.4661290"," 5.5338710"," 5.6967742"," 8.0943548"," 6.6435484"," 6.5032258"," 1.0580645"," 8.1830645"," 1.9532258"," 3.0459677","15.0104839"," 1.9467742"," 4.7419355"," 6.1596774"," 5.0790323","21.2362903"," 5.5395161"," 7.0161290"," 4.8193548"," 6.1072581"," 6.2282258"," 4.7685484"," 0.4983871"," 8.8104839"," 9.0758065"," 3.1080645"," 6.2975806"," 5.4161290"," 3.0193548"," 7.5395161"," 8.8500000"," 7.3403226","13.6419355"," 8.7298387"," 6.9854839"," 9.0467742"," 4.5153226"
"3-Hydroxyisovaleric acid"," 3.075806"," 2.311290"," 7.247581"," 1.772581"," 4.755645"," 4.307258"," 6.928226"," 3.923387"," 2.344355"," 5.683871"," 3.692742"," 3.892742"," 4.640323"," 1.127419"," 2.475806"," 7.768548"," 2.111290"," 3.786290"," 3.200806"," 4.456452"," 6.642742"," 3.570161","18.908871"," 4.322581"," 4.075806"," 4.266129"," 3.568548"," 2.165323"," 3.692742"," 4.084677"," 4.966935"," 2.230645"," 1.371774"," 3.240323"," 5.413710"," 4.825000"," 3.985484"," 3.116129"," 2.990323"," 5.176613"," 3.620161"," 2.453226"
"Valine","16.154313","19.653014","17.951716","19.366001","18.912755","14.051716","14.249118","12.712755","14.741326","14.960806","11.966001"," 8.025742","23.881586"," 5.633534","16.784183","26.391975","10.884183","25.130936","17.711456","13.634832","19.630936","11.558209","14.299768","23.176391","14.673794","14.782884","13.102365"," 2.706261","18.860806","12.456910","30.099768","26.699768","14.428339"," 8.686781","15.467300","17.197170","15.569897","13.828339","13.806261","13.804962"," 4.691975","15.832235"
"Urea"," 836.8929"," 818.0443"," 774.8000"," 579.8914"," 808.1643"," 839.1457"," 545.6971"," 968.2086"," 589.7586"," 508.9971"," 826.5200","1150.3957"," 717.2414"," 290.0957"," 526.7714"," 473.7757"," 603.0871"," 712.7343"," 853.3343"," 948.2057","1174.7571"," 676.8386"," 589.0486"," 709.3457"," 898.5114"," 925.8829"," 814.4514","1322.4157"," 833.2343"," 681.6686"," 373.1100"," 937.6400"," 750.7100"," 894.1943","1188.4129"," 995.1957"," 706.0129"," 812.0657"," 872.8243"," 836.0957"," 974.3271"," 738.3914"
"Ethanolamine","13.771896","17.009065"," 8.381631","17.417029","12.935613"," 4.124994"," 4.752427","16.878091","13.018799"," 3.991365","12.320569","13.364817","14.609065"," 3.202870","12.039153","33.404640"," 6.562162"," 9.813489","14.663047"," 5.904640","25.595790","10.565702","25.800215"," 6.166587"," 7.218799","13.432073"," 9.178976","19.430304","14.421454"," 6.263932"," 7.067472","12.604640","11.287826","19.480746"," 7.753312","10.398445"," 8.364817"," 8.862162"," 6.775436","18.793135","11.853312"," 5.517914"
"Leucine","11.166113","12.531497","10.626369","13.819959","13.809703"," 8.827651","11.913549"," 7.804574","12.577651","10.332779"," 8.977651"," 4.273805","15.039190"," 4.554574","13.393036","22.159703"," 9.808421","14.963549","12.852010","10.285344","12.646882"," 8.296882","10.136626","17.514831"," 9.768677"," 9.508421"," 9.522523"," 1.496882","11.223805","11.935344","23.630215","19.168677"," 9.777651"," 6.896882","11.145600","17.318677","10.904574"," 9.469959"," 9.698164"," 9.484062"," 2.036626","13.440472"
"Glycerol","38.19091","27.04545","29.82727","37.13636","42.23636","30.73636","28.21818","35.57273","32.21818","29.45455","28.83636","32.01818","25.41818","21.50909","46.91818","37.56364","31.36364","40.87273","39.77273","31.21818","53.51818","36.95455","20.99091","21.32727","33.88182","29.05455","32.89091","42.13636","34.43636","31.22727","38.63636","43.81818","38.25455","34.73636","46.88182","36.82727","30.02727","32.82727","23.50909","31.29091","40.12727","43.81818"
"Isoleucine","4.4042466","5.8124658","4.1426027","6.5836986","5.7768493","3.9508219","4.7604110","3.4015068","5.3097260","5.0741096","3.6590411","1.5754795","6.5686301","1.7302740","4.4727397","9.1412329","3.5535616","7.4604110","5.0275342","4.1617808","5.3700000","2.8823288","4.2261644","6.9179452","4.3289041","4.0809589","4.1193151","0.5494521","5.1247945","3.4426027","7.6220548","8.0015068","3.7700000","2.7713699","4.1631507","7.7384932","4.2384932","3.7768493","4.0549315","4.4645205","0.9412329","3.4604110"
"Proline","0.6161330","1.3344813","0.4435580","1.8934996","0.7072900","0.4708272","0.4388833","0.7489729","0.8833711","0.7392339","0.6056149","0.5413376","1.1587898","0.2830594","1.3188989","2.1841112","0.8050695","1.1330789","0.8744112","0.4077185","0.9803714","0.3508428","0.9659577","1.4318713","0.4774497","0.4832931","0.8829815","0.2857863","0.8985639","0.3570758","1.2721517","0.4797871","0.3496741","0.4291443","0.4077185","0.6106792","0.8557123","0.3987587","0.7310532","0.4945904","4.0049137","0.5016025"
"Glycine"," 6.672277"," 4.737624"," 5.230693"," 6.245545"," 5.687129"," 5.437624"," 4.919802"," 6.466337"," 5.884158","13.640594"," 4.763366"," 5.552475"," 6.662376","20.182178"," 6.407921","13.714851"," 5.427723"," 5.553465"," 5.541584"," 4.462376"," 7.744554"," 5.501980"," 6.518812"," 4.425743"," 5.925743"," 5.026733"," 5.555446"," 6.631683"," 4.979208"," 4.491089","23.670297"," 5.064356"," 5.717822"," 5.583168"," 5.720792"," 5.997030"," 4.991089"," 5.197030"," 5.094059"," 6.909901"," 9.546535"," 5.996040"
"Glyceric acid"," 9.941076"," 6.416581"," 9.076053"," 8.017814","44.939705"," 7.255910"," 9.189448","48.995204","30.514902","14.302501","10.711545","50.752998"," 6.419664","18.546077","17.204180","19.449812"," 9.991778","56.336759"," 6.327852","18.657760","21.241864"," 7.219596","10.705379"," 9.570058","11.316204","13.052073","16.239466"," 5.522439"," 7.626584","13.468311","44.882151"," 8.203837"," 6.116478"," 6.912299"," 8.730387"," 6.536143","27.962658"," 9.188078","25.361083"," 5.591298","33.058239","12.767044"
"Uracil","0.1761351","0.1647838","0.2458649","0.2037027","0.2480270","0.1810000","0.2188378","0.2869459","0.2274865","0.3080270","0.2842432","0.3318108","0.2631622","0.3242432","0.1123514","0.2626216","0.1804595","0.2437027","0.2037027","0.2539730","0.2718108","0.2507297","0.2674865","0.1923514","0.2593784","0.2485676","0.2258649","0.3442432","0.2766757","0.1950541","0.2534324","0.1842432","0.2410000","0.2382973","0.2653243","0.1918108","0.2745135","0.3264054","0.3193784","0.3291081","0.3566757","0.2112703"
"Serine","43.01714","34.92670","43.36210","42.01068","30.58174","36.39182","37.98096","27.58561","35.75745","35.24324","33.02360","33.43445","35.33626","13.14634","47.82076","76.99776","48.79621","38.21094","29.08949","34.53135","53.19285","28.64763","62.07916","47.45900","42.94091","28.63342","30.33497","35.79233","35.10887","31.95642","49.90861","30.17347","28.76649","22.89182","40.54427","25.43704","22.86210","34.22515","26.31947","36.26262","46.39311","34.18510"
"Threonine","27.445152","31.266686","38.122143","21.980550","37.175240","22.799134","29.617718","22.364031","22.218013","17.942202","28.170816","30.869931","19.925978"," 8.645742","32.120668","47.912704","27.874355","47.551347","35.564621","20.147217","35.897954","22.434827","56.030698","37.970226","20.762261","21.927453","24.175240","38.476125","24.872881","10.884680","26.100019","37.333058","22.541022","21.543972","19.523323","25.433353","30.305034","22.946627","12.611819","18.737187","95.582320","10.060196"
"Malic acid","0.7045455","0.4863636","0.7818182","1.6727273","1.2590909","0.7181818","0.6045455","1.2272727","1.3454545","0.8636364","1.4727273","0.4636364","0.9818182","0.6681818","1.7409091","2.7090909","0.8545455","0.6136364","0.4500000","1.1090909","0.9727273","0.6409091","1.1818182","1.5772727","0.8318182","1.0227273","0.6545455","0.2909091","1.6681818","1.0454545","0.6954545","0.3954545","0.4590909","0.2000000","0.2772727","0.3136364","0.5863636","1.2454545","0.4818182","1.1227273","1.0909091","2.2045455"
"d-Threitol"," 4.865497"," 3.521442"," 4.163743"," 2.917154"," 4.688109"," 3.638402"," 4.075049"," 4.450292"," 2.687135"," 4.921053"," 4.376218"," 5.048733"," 2.929825"," 1.100390"," 5.043860"," 6.587719"," 3.700780"," 5.515595"," 5.895712"," 3.024366","16.647173"," 5.024366"," 3.056530"," 2.774854"," 5.078947"," 3.113060"," 4.502924"," 5.544834"," 4.149123"," 4.314815"," 5.762183"," 4.566277"," 3.575049"," 2.542885"," 5.398635"," 5.752437"," 2.528265"," 2.555556"," 3.824561"," 3.744639"," 4.405458"," 3.815789"
"Oxoproline","132.78481"," 98.22930","139.24138"," 76.72482"," 88.81403","243.85454","341.42057"," 94.75326","108.94882","242.28228","123.69171","138.33059"," 73.69989"," 59.13152","126.24138","142.89038","135.93947","165.69210","116.28306","127.13697","109.15528","102.90636","187.59003","110.94142","215.29085","116.69171","157.44161"," 89.10737","117.21761"," 96.11438","254.62431","120.64145","110.97180"," 58.99323","167.55263"," 84.23047","163.40188","122.70378","112.76261","114.71158","109.38785","160.55419"
"Aspartic","2.603774","2.125786","2.622642","1.949686","2.238994","4.119497","4.767296","1.981132","2.572327","3.465409","2.603774","2.610063","1.647799","1.069182","2.345912","2.918239","2.408805","3.138365","2.433962","2.660377","2.333333","2.081761","3.622642","1.779874","2.924528","2.603774","2.610063","2.100629","1.817610","1.767296","3.433962","2.358491","2.169811","1.584906","2.547170","1.886792","2.358491","2.062893","1.987421","1.742138","2.094340","2.572327"
"4-Hydroxyproline","0.3379310","0.1827586","0.2352490","0.1536398","0.6180077","0.2260536","0.1904215","0.2931034","0.2980843","0.2858238","0.1812261","0.2674330","0.1808429","0.1114943","1.4157088","1.9080460","0.6494253","0.9432950","0.6363985","0.2160920","0.2869732","0.2015326","0.2409962","0.1785441","0.3582375","0.2229885","0.2777778","0.1444444","0.3501916","0.2616858","0.8440613","0.3482759","0.1793103","0.1026820","0.3425287","0.4421456","0.3226054","0.2084291","0.2628352","0.2754789","1.6827586","0.2888889"
"Threonic acid","130.44302"," 87.33605"," 93.05000"," 58.11512"," 82.63256"," 74.40814"," 82.44302","133.91744"," 59.59884","100.18140","140.95000","162.06744"," 84.44186"," 16.75465"," 84.35581","109.13605"," 70.91512","139.52326","134.63023"," 59.94651","651.32442"," 93.78256"," 45.88605"," 70.59651"," 95.86744"," 85.21512","104.45349"," 84.98256","163.60000"," 84.50349"," 65.70698"," 93.00581"," 84.83372"," 52.81512"," 97.66512"," 80.61395"," 54.70465"," 49.02442"," 72.61860","122.95814"," 79.41279"," 54.15698"
"a-ketoglutaric acid","0.7947368","0.7736842","0.8263158","0.9421053","0.6789474","1.2105263","0.6947368","0.5263158","0.6368421","1.1000000","1.0105263","0.6684211","0.9578947","0.1842105","4.0000000","3.4368421","1.4526316","0.8526316","0.3263158","0.4631579","1.2210526","0.3736842","1.1684211","2.6684211","1.4263158","1.0947368","0.9157895","0.5210526","1.3263158","1.5210526","0.6105263","0.7052632","0.5000000","0.4473684","0.7894737","0.4789474","0.5631579","1.0631579","0.6263158","1.8473684","0.7000000","3.3894737"
"Glutamic acid","0.5779070","0.2790698","0.8953488","0.2906977","1.0302326","0.5209302","0.9348837","0.8441860","1.3976744","1.0639535","0.8837209","0.7290698","0.7709302","0.3534884","1.0767442","1.5511628","0.2558140","1.0627907","0.5523256","0.5465116","0.4011628","1.0767442","0.3616279","0.8290698","0.9546512","0.6906977","0.4348837","0.6465116","0.3802326","0.4546512","0.7000000","0.3255814","0.3197674","0.2720930","0.3546512","0.5755814","1.5709302","0.5872093","0.8500000","0.3802326","1.7383721","0.4069767"
"Phenylalanine"," 7.976577"," 7.456757"," 8.622523"," 7.300000"," 8.150450"," 8.950450","10.806306"," 7.454955"," 9.377477"," 7.685586"," 6.692793","10.817117"," 8.490090"," 3.590090","15.192793","24.659459"," 9.108108"," 9.620721"," 8.552252"," 8.051351"," 8.980180"," 7.851351","15.664865"," 9.564865","10.025225"," 5.767568"," 7.733333","12.509910","10.355856","14.163964","51.290991","12.022523"," 9.398198"," 6.122523","11.519820"," 9.019820"," 8.525225"," 6.397297","10.298198"," 6.514414"," 2.474775","21.353153"
"d-Xylitol","0.07115010","0.04191033","0.04775828","0.03801170","0.02826511","0.10818713","0.05165692","0.03313840","0.03996101","0.06920078","0.04580897","0.03703704","0.04580897","0.01169591","0.13352827","0.12670565","0.06822612","0.13450292","0.09746589","0.04678363","0.09551657","0.07212476","0.06335283","0.05945419","0.10428850","0.06432749","0.10136452","0.06335283","0.06822612","0.07115010","0.15204678","0.06725146","0.04678363","0.05653021","0.08966862","0.03118908","0.08576998","0.06140351","0.05165692","0.03606238","0.09941520","0.08382066"
"d-Arabitol"," 7.2670565"," 3.9707602"," 3.7534113"," 2.0185185"," 1.8723197"," 3.4795322"," 3.9853801"," 4.5594542"," 2.5350877"," 5.6013645"," 5.5068226"," 6.1871345"," 2.3362573"," 0.7524366"," 6.4415205"," 8.2504873"," 3.8586745","10.3557505"," 8.5146199"," 2.6715400","31.0497076"," 4.3888889"," 4.4658869"," 2.5292398"," 5.7524366"," 3.4113060"," 5.5867446"," 6.7163743"," 3.8693957"," 4.0155945"," 5.3966862"," 2.9444444"," 3.3801170"," 2.7124756"," 4.4814815"," 1.7709552"," 2.0672515"," 2.2504873"," 3.3118908"," 3.9415205"," 4.4571150"," 2.7914230"
"Glycerol-1-phosphate","6.343478","4.439130","4.800000","5.030435","4.491304","7.769565","6.273913","4.056522","8.513043","6.782609","4.639130","5.430435","2.521739","2.830435","8.569565","8.339130","5.591304","4.856522","5.882609","3.643478","9.147826","4.839130","6.165217","6.473913","5.039130","5.665217","6.191304","3.930435","6.426087","6.021739","6.495652","7.430435","5.782609","4.004348","7.834783","3.913043","7.247826","5.682609","6.273913","6.260870","4.708696","9.465217"
"Glutamine"," 524.0950"," 615.7575","1056.0200"," 440.0150"," 691.6225","2006.1725","2534.8375"," 348.6875"," 528.4575","1066.5250"," 630.3325"," 481.2100"," 377.6575"," 193.1850"," 915.1325","1840.1425"," 792.9625","1080.8150","1028.7275"," 596.4900"," 714.0900"," 889.4950","1679.7475"," 708.8125","1191.9875"," 539.2575"," 895.6325"," 877.7975"," 557.3625"," 508.4575","1653.7075"," 825.2875"," 528.0200"," 465.9875"," 968.4050"," 520.3400","1088.1225"," 632.8375"," 716.0575"," 534.4075"," 627.5875","1044.0025"
"Xylonic acid","1.8845455","0.9427273","1.2963636","0.7100000","0.8600000","0.8636364","1.2590909","1.3672727","0.9018182","1.6509091","1.9309091","1.5245455","0.6890909","0.2363636","1.3500000","2.2172727","0.9572727","2.7500000","2.2009091","0.6863636","8.9400000","1.3427273","1.5672727","0.5827273","1.4800000","1.1854545","1.2009091","1.7763636","1.5054545","1.1118182","1.6000000","1.2009091","1.1945455","0.7709091","1.1945455","0.6318182","0.6227273","0.6418182","1.0254545","0.9581818","1.1754545","0.8172727"
"Ribonic acid"," 4.9872727"," 1.5427273"," 2.6763636"," 1.7672727"," 1.3181818"," 1.4672727"," 3.6254545"," 2.5072727"," 2.7445455"," 5.9163636"," 4.8036364"," 3.9836364"," 1.1663636"," 0.5018182"," 5.1981818"," 5.7900000"," 1.7427273"," 7.4390909"," 7.2854545"," 1.1945455","53.1581818"," 4.0009091"," 2.5518182"," 0.9227273"," 3.4654545"," 3.7300000"," 2.1790909"," 7.0900000"," 4.9727273"," 2.4190909"," 2.8381818"," 2.6890909"," 3.2718182"," 1.9763636"," 2.0745455"," 1.0609091"," 0.8572727"," 1.2027273"," 1.9909091"," 1.6009091"," 4.3809091"," 1.6600000"
"Hypoxanthine","0.17880795","0.19322166","0.18893650","0.07985976","0.14179977","0.27697702","0.22243864","0.23217764","0.31515388","0.39657187","0.34047526","0.27658746","0.17140631","0.14296845","0.51733541","0.53369692","0.20919361","0.34748734","0.14491624","0.12738605","0.06388781","0.16283600","0.22049085","0.29801325","0.38293728","0.19516946","0.33657966","0.45033113","0.26684846","0.28827425","0.47604207","0.14141021","0.14725360","0.13829373","0.24308531","0.05843397","0.22126996","0.28359953","0.26490066","0.23451500","0.21231009","0.30736268"
"Ornithine"," 4.135000"," 5.403750"," 5.378125"," 5.111875"," 7.363125"," 5.901875"," 3.620000"," 2.993125"," 4.219375"," 3.703125"," 4.505000"," 4.849375"," 3.718750"," 2.355625"," 3.493750","14.945000"," 5.886250"," 6.171250"," 5.531250"," 4.616875"," 2.973125"," 6.150000"," 9.811875"," 4.242500"," 4.206250"," 4.640000"," 4.656875"," 3.969375"," 4.188125"," 2.915625"," 8.887500"," 5.415000"," 2.841250"," 4.428750"," 5.430000"," 6.815625"," 3.967500"," 3.501875"," 4.304375"," 4.740625","13.703125"," 5.490625"
"Citric acid","267.143","187.805","168.511","284.594","621.493","378.323","242.915","184.075","417.119","414.870","411.099","283.742","228.227","107.368","508.088","387.277","245.994","528.579","429.087","210.578","854.406","219.233","432.043","206.178","441.626","301.198","521.750","174.557","402.260","440.195","383.808","560.903","329.864","149.737","412.339","525.232","366.015","195.802","355.168","334.368","319.294","353.407"
"4-hydroxyPhenyllactic acid","1.917","2.068","2.808","1.868","2.354","1.273","2.104","1.019","1.028","1.374","1.007","1.607","0.802","0.544","2.180","2.322","4.123","2.051","1.502","2.200","1.448","1.374","2.329","1.340","1.556","0.981","1.477","0.800","0.936","1.599","1.130","1.629","1.543","1.065","1.467","1.528","0.807","0.904","0.893","0.767","0.603","1.504"
"d-Fructose","130.44667","107.14000","116.88667"," 92.24000","227.27333","145.77333","144.64000"," 70.44667"," 89.54667","172.26667","104.67333","145.08000"," 50.66667"," 36.62000","184.82000","251.41333","188.53333"," 86.39333","203.89333","108.86667","125.20000","199.44000","267.88667"," 99.61333","169.29333"," 95.82667","133.21333","156.03333","113.80000","247.56000","198.39333","232.96000","125.62000","113.96667","179.58667","207.26000","155.52667"," 90.60667","132.77333"," 90.74000"," 78.49333","228.55333"
"Mannose"," 62.12571"," 83.50571"," 73.68857"," 69.02857","154.29143","122.67143"," 91.35429","561.23143"," 60.70571"," 85.92286","101.26286"," 56.56857"," 39.12571"," 39.35143","194.01429","210.02000"," 56.07714"," 65.98857","107.02000"," 73.28571"," 68.10286","102.39714","112.20857"," 85.70286"," 68.18571"," 75.20286","100.25714"," 97.68286"," 60.61143","180.00857","201.57714","123.45143"," 68.05143"," 63.26571","176.59143","107.92000","101.31143"," 76.48571","111.07429"," 66.88857"," 68.59429","181.79714"
"Galactose","376.5629","242.8714","273.3543","278.7029","325.4286","278.4171","286.1629","288.4914","344.2229","386.4486","262.1857","349.4971","286.4543","368.9114","179.8400","186.2771","270.2200","303.0571","273.2829","372.2886","338.0743","396.2286","390.4143","228.0029","377.1743","325.0143","324.9057","439.4143","297.4200","236.3200","235.7029","239.4286","271.8800","388.9057","416.9857","318.7029","320.3257","316.1171","314.7914","325.3057","282.1943","315.0971"
